0,1.35e+06,2.7464e+06,4.1951e+06,5.6989e+06,7.2608e+06,8.8846e+06,1.0575e+07,1.2336e+07,1.4171e+07,1.4726e+07,1.4898e+07,1.5201e+07,1.5642e+07,1.6079e+07,1.6224e+07,1.6949e+07,1.7817e+07,1.8231e+07,1.8827e+07,1.9977e+07,2.0644e+07,2.1265e+07,2.2684e+07,2.3182e+07
0,1.35e+06,2.7464e+06,4.1951e+06,5.6989e+06,7.2608e+06,8.8846e+06,1.028e+07,1.0446e+07,1.0575e+07,1.0793e+07,1.1325e+07,1.2039e+07,1.2336e+07,1.2924e+07,1.397e+07,1.4171e+07,1.4726e+07,1.4898e+07,1.5168e+07,1.5201e+07,1.5642e+07,1.6079e+07,1.6224e+07,1.6508e+07
0,1.35e+06,2.7464e+06,4.1951e+06,5.6989e+06,7.2608e+06,8.4705e+06,8.6407e+06,8.8846e+06,9.0282e+06,9.6297e+06,1.028e+07,1.0432e+07,1.0446e+07,1.0575e+07,1.0793e+07,1.1325e+07,1.1416e+07,1.2039e+07,1.2336e+07,1.2564e+07,1.2924e+07,1.386e+07,1.397e+07,1.4171e+07
0,1.35e+06,2.7464e+06,4.1951e+06,5.6989e+06,7.2608e+06,7.4264e+06,7.6034e+06,8.0248e+06,8.4705e+06,8.6407e+06,8.6805e+06,8.8846e+06,9.0282e+06,9.5478e+06,9.6297e+06,1.0432e+07,1.0575e+07,1.0601e+07,1.1416e+07,1.1815e+07,1.2336e+07,1.2564e+07,1.3173e+07,1.386e+07
0,1.35e+06,2.7464e+06,4.1951e+06,5.6989e+06,6.7324e+06,6.9163e+06,7.2608e+06,7.3666e+06,7.4264e+06,7.6034e+06,8.0248e+06,8.066e+06,8.6805e+06,8.8846e+06,8.9836e+06,9.5478e+06,1.0087e+07,1.0575e+07,1.0601e+07,1.1348e+07,1.1815e+07,1.2336e+07,1.2749e+07,1.2957e+07
0,1.35e+06,2.7464e+06,4.1951e+06,5.6989e+06,6.2335e+06,6.424e+06,6.7324e+06,6.8992e+06,6.9163e+06,7.2608e+06,7.3666e+06,7.6346e+06,8.066e+06,8.592e+06,8.8846e+06,8.9836e+06,9.7337e+06,1.0087e+07,1.0575e+07,1.1031e+07,1.1348e+07,1.2083e+07,1.2249e+07,1.2336e+07
0,1.35e+06,2.7464e+06,4.1951e+06,5.6989e+06,5.8567e+06,6.0534e+06,6.2335e+06,6.424e+06,6.55e+06,6.8992e+06,7.2608e+06,7.3155e+06,7.6346e+06,8.3051e+06,8.592e+06,8.8846e+06,9.4773e+06,9.7337e+06,1.0575e+07,1.0801e+07,1.1031e+07,1.1414e+07,1.1579e+07,1.1909e+07
0,1.35e+06,2.7464e+06,4.1951e+06,5.5627e+06,5.6989e+06,5.765e+06,5.8567e+06,6.0534e+06,6.2802e+06,6.55e+06,7.0711e+06,7.2608e+06,7.3155e+06,8.0872e+06,8.3051e+06,8.8846e+06,9.2837e+06,9.4773e+06,1.0575e+07,1.0629e+07,1.0801e+07,1.0886e+07,1.1051e+07,1.1388e+07
0,1.35e+06,2.7464e+06,4.1951e+06,5.328e+06,5.5354e+06,5.5627e+06,5.6989e+06,5.765e+06,6.0668e+06,6.2802e+06,6.8793e+06,7.0711e+06,7.2608e+06,7.9172e+06,8.0872e+06,8.8846e+06,9.1336e+06,9.2837e+06,1.0461e+07,1.0496e+07,1.0575e+07,1.0626e+07,1.0629e+07,1.0971e+07
0,1.35e+06,2.7464e+06,4.1951e+06,5.1378e+06,5.328e+06,5.3498e+06,5.5354e+06,5.6989e+06,5.8953e+06,6.0668e+06,6.7261e+06,6.8793e+06,7.2608e+06,7.7823e+06,7.9172e+06,8.8846e+06,9.015e+06,9.1336e+06,1.0116e+07,1.0281e+07,1.0391e+07,1.0496e+07,1.0575e+07,1.0632e+07
0,1.35e+06,2.7464e+06,4.1951e+06,4.9822e+06,5.1378e+06,5.1982e+06,5.3498e+06,5.6989e+06,5.756e+06,5.8953e+06,6.6024e+06,6.7261e+06,7.2608e+06,7.6739e+06,7.7823e+06,8.8846e+06,8.92e+06,9.015e+06,9.8334e+06,9.9993e+06,1.0307e+07,1.0355e+07,1.0391e+07,1.0461e+07
0,1.35e+06,2.7464e+06,4.1951e+06,4.855e+06,4.9822e+06,5.0745e+06,5.1982e+06,5.6428e+06,5.6989e+06,5.756e+06,6.5024e+06,6.6024e+06,7.2608e+06,7.5867e+06,7.6739e+06,8.8438e+06,8.8846e+06,8.92e+06,9.6006e+06,9.7669e+06,1.0116e+07,1.0127e+07,1.024e+07,1.0281e+07
0,1.35e+06,2.7464e+06,4.1951e+06,4.7491e+06,4.855e+06,4.9718e+06,5.0745e+06,5.5492e+06,5.6428e+06,5.6989e+06,6.42e+06,6.5024e+06,7.2608e+06,7.515e+06,7.5867e+06,8.7814e+06,8.8438e+06,8.8846e+06,9.4105e+06,9.5772e+06,9.8334e+06,9.9415e+06,9.9993e+06,1.0185e+07
0,1.35e+06,2.7464e+06,4.1951e+06,4.6646e+06,4.7491e+06,4.8899e+06,4.9718e+06,5.4748e+06,5.5492e+06,5.6989e+06,6.3548e+06,6.42e+06,7.2608e+06,7.4585e+06,7.515e+06,8.7323e+06,8.7814e+06,8.8846e+06,9.2559e+06,9.423e+06,9.6006e+06,9.7669e+06,9.7907e+06,1.0127e+07
0,1.35e+06,2.7464e+06,4.1951e+06,4.5944e+06,4.6646e+06,4.8219e+06,4.8899e+06,5.4132e+06,5.4748e+06,5.6989e+06,6.301e+06,6.3548e+06,7.2608e+06,7.412e+06,7.4585e+06,8.6919e+06,8.7323e+06,8.8846e+06,9.1323e+06,9.2999e+06,9.4105e+06,9.5772e+06,9.6704e+06,9.9415e+06
0,1.35e+06,2.7464e+06,4.1951e+06,4.541e+06,4.5944e+06,4.7703e+06,4.8219e+06,5.3666e+06,5.4132e+06,5.6989e+06,6.2603e+06,6.301e+06,7.2608e+06,7.3769e+06,7.412e+06,8.6615e+06,8.6919e+06,8.8846e+06,9.0382e+06,9.206e+06,9.2559e+06,9.423e+06,9.5788e+06,9.7907e+06
0,1.35e+06,2.7464e+06,4.1951e+06,4.5001e+06,4.541e+06,4.7308e+06,4.7703e+06,5.3309e+06,5.3666e+06,5.6989e+06,6.2293e+06,6.2603e+06,7.2608e+06,7.3501e+06,7.3769e+06,8.6384e+06,8.6615e+06,8.8846e+06,8.9688e+06,9.1323e+06,9.1369e+06,9.2999e+06,9.5114e+06,9.6704e+06
