0,26143,48489,61637,63474,65818,67550,68523,69839,73475,81487,90008,91982,93858,1.0057e+05,1.0641e+05,1.1446e+05,1.1482e+05,1.1844e+05,1.2106e+05,1.2238e+05,1.2818e+05,1.2905e+05,1.2946e+05,1.3089e+05
0,16965,20672,58759,66117,69394,72033,74875,78789,79032,79372,83129,85513,88107,98461,1.0165e+05,1.0432e+05,1.0572e+05,1.0633e+05,1.098e+05,1.1011e+05,1.1016e+05,1.1474e+05,1.1766e+05,1.1987e+05
0,11735,15279,15800,31555,35667,44542,46645,47074,51333,55947,58345,66029,77618,77905,77957,81454,82715,84335,85408,92951,93016,93545,94792,95114
0,1416.6,7631.5,33135,39618,43132,50912,56098,61198,62528,68020,68118,70983,72001,73077,76802,82076,83908,84523,91601,94545,97799,1.0884e+05,1.1505e+05,1.1743e+05
0,68393,81737,85867,87176,1.1164e+05,1.1959e+05,1.2311e+05,1.2796e+05,1.3436e+05,1.3743e+05,1.4082e+05,1.4413e+05,1.4544e+05,1.4602e+05,1.4926e+05,1.4999e+05,1.5375e+05,1.7018e+05,1.7027e+05,1.7152e+05,1.8896e+05,1.9035e+05,1.9164e+05,1.9233e+05
0,10833,11424,16809,27225,36380,44590,46252,48781,62360,75502,85358,85563,86805,86844,87668,90247,90339,90800,91334,94229,96142,96356,99343,1.0102e+05
0,9460,11214,13566,24291,31095,33367,35691,42201,47777,62038,62782,65793,68728,76147,78206,78981,82750,83340,83908,85109,85550,86597,89455,89623
0,36576,68353,77113,79328,85165,91289,92398,96535,97063,99420,1.0542e+05,1.2917e+05,1.3089e+05,1.3382e+05,1.4008e+05,1.4507e+05,1.4677e+05,1.5119e+05,1.568e+05,1.5786e+05,1.5837e+05,1.5942e+05,1.5962e+05,1.5997e+05
0,4157.6,4477.9,8974.6,18493,28379,31057,46510,47585,60464,63891,68802,70762,87664,89637,90888,93007,93143,94613,94806,95437,97429,97452,99904,1.0082e+05
0,12733,26396,29465,29478,31106,36067,38474,43769,45154,45569,50388,52285,74962,79124,79456,79713,86041,98288,1.0134e+05,1.0304e+05,1.0351e+05,1.0493e+05,1.0651e+05,1.1151e+05
0,18013,32054,50653,55143,62221,92330,1.0848e+05,1.3075e+05,1.3946e+05,1.4113e+05,1.4865e+05,1.4928e+05,1.6685e+05,1.6715e+05,1.8798e+05,1.8918e+05,1.8937e+05,1.9008e+05,2.0671e+05,2.1831e+05,2.2456e+05,2.5471e+05,2.5491e+05,2.821e+05
0,3338.1,3641.8,12978,28474,30315,37266,38218,38675,39434,40131,40404,41971,42421,42641,42665,43040,43174,45449,46099,49087,49559,49659,56015,58519
0,26284,58939,63995,64457,65871,66680,75514,82926,89232,96053,1.0215e+05,1.0492e+05,1.1295e+05,1.1306e+05,1.1422e+05,1.1532e+05,1.1751e+05,1.1839e+05,1.1875e+05,1.2025e+05,1.2049e+05,1.2126e+05,1.2129e+05,1.2322e+05
0,4886.8,11491,12378,16997,17160,18824,18942,20839,21293,25223,27040,30205,33156,34340,38055,38341,39134,39381,41508,44162,44443,45420,45884,46104
0,52158,54532,58759,69582,71683,73605,77057,78100,84351,85777,87674,88466,89890,90515,92776,96212,98274,1.0761e+05,1.0787e+05,1.0875e+05,1.1301e+05,1.1497e+05,1.1603e+05,1.1622e+05
0,5300.9,6303.2,18084,19500,22987,27760,33631,37476,45905,48696,51054,59048,62859,66622,66809,69938,70452,73724,76624,77602,78542,79167,82381,87144
0,29977,32058,41145,41966,43020,49061,60605,68062,69084,75342,76888,78621,83233,83641,84036,86476,87032,87438,88349,92602,92755,94211,98364,99847
0,16806,31393,46645,48149,50242,52628,54150,55477,57789,59682,61271,64292,67125,70489,72020,74629,75719,87720,87761,89929,90505,93907,95247,95946
0,25388,26869,41708,48736,50765,52966,54293,62813,65478,69467,69525,73786,77185,81590,93904,95172,99626,1.0042e+05,1.0337e+05,1.0444e+05,1.0609e+05,1.0888e+05,1.098e+05,1.1037e+05
0,7386.2,7660.2,12985,18768,24139,26179,28676,30183,31106,31696,41279,45496,51078,55223,55514,66129,72821,73267,80904,87859,91925,98415,1.0396e+05,1.0409e+05
